epoch,module,reward,obstacles,time
47,Obstacle,-300.00000000,3,999
47,Finish + Obstacle,-121.00000000,2,79
48,Finish,79.00000000,4,79
48,Obstacle,0.00000000,0,999
48,Finish + Obstacle,-21.00000000,1,79
49,Finish,79.00000000,1,80
49,Obstacle,-900.00000000,9,999
49,Finish + Obstacle,-21.00000000,1,79
50,Finish,79.00000000,2,80
50,Obstacle,0.00000000,0,999
50,Finish + Obstacle,-21.00000000,1,81
51,Finish,79.00000000,0,83
51,Obstacle,-100.00000000,1,999
51,Finish + Obstacle,-21.00000000,1,79
52,Finish,79.00000000,1,79
52,Obstacle,0.00000000,0,999
52,Finish + Obstacle,-121.00000000,2,79
53,Finish,79.00000000,0,79
53,Obstacle,-800.00000000,8,999
53,Finish + Obstacle,-221.00000000,3,79
54,Finish,79.00000000,4,79
54,Obstacle,-1800.00000000,18,999
54,Finish + Obstacle,79.00000000,0,79
55,Finish,79.00000000,2,79
55,Obstacle,-1400.00000000,14,999
55,Finish + Obstacle,-121.00000000,2,79
56,Finish,79.00000000,1,79
56,Obstacle,-1700.00000000,17,999
56,Finish + Obstacle,79.00000000,0,79
57,Finish,79.00000000,1,79
57,Obstacle,-1300.00000000,13,999
57,Finish + Obstacle,-21.00000000,1,81
58,Finish,79.00000000,3,81
58,Obstacle,-900.00000000,9,999
58,Finish + Obstacle,-121.00000000,2,79
59,Finish,79.00000000,1,80
59,Obstacle,-500.00000000,5,999
59,Finish + Obstacle,-21.00000000,1,79
60,Finish,79.00000000,1,80
60,Obstacle,-2200.00000000,22,999
60,Finish + Obstacle,-21.00000000,1,79
61,Finish,79.00000000,2,84
61,Obstacle,-600.00000000,6,999
61,Finish + Obstacle,-121.00000000,2,79
62,Finish,79.00000000,3,80
62,Obstacle,0.00000000,0,999
62,Finish + Obstacle,-21.00000000,1,79
63,Finish,79.00000000,0,80
63,Obstacle,-1600.00000000,16,999
63,Finish + Obstacle,-121.00000000,2,79
64,Finish,79.00000000,2,79
64,Obstacle,-300.00000000,3,999
64,Finish + Obstacle,-21.00000000,1,80
65,Finish,79.00000000,1,80
65,Obstacle,-1500.00000000,15,999
65,Finish + Obstacle,-121.00000000,2,81
66,Finish,79.00000000,5,81
66,Obstacle,-700.00000000,7,999
66,Finish + Obstacle,-21.00000000,1,83
67,Finish,79.00000000,2,82
67,Obstacle,-3200.00000000,32,999
67,Finish + Obstacle,79.00000000,0,80
68,Finish,79.00000000,3,79
68,Obstacle,-6000.00000000,60,999
68,Finish + Obstacle,79.00000000,0,79
69,Finish,79.00000000,4,81
69,Obstacle,-1000.00000000,10,999
69,Finish + Obstacle,-21.00000000,1,80
70,Finish,79.00000000,3,80
70,Obstacle,-2300.00000000,23,999
70,Finish + Obstacle,-21.00000000,1,79
71,Finish,79.00000000,2,81
71,Obstacle,-1000.00000000,10,999
71,Finish + Obstacle,-121.00000000,2,80
72,Finish,79.00000000,2,82
72,Obstacle,-700.00000000,7,999
72,Finish + Obstacle,-321.00000000,4,79
73,Finish,79.00000000,3,82
73,Obstacle,-2600.00000000,26,999
73,Finish + Obstacle,-21.00000000,1,79
74,Finish,79.00000000,3,81
