epoch,module,reward,obstacles,time
114,Finish,79.00000000,4,88
114,Obstacle,-200.00000000,2,999
114,Finish + Obstacle,-21.00000000,1,85
115,Finish,79.00000000,1,83
115,Obstacle,-200.00000000,2,999
115,Finish + Obstacle,-221.00000000,3,88
116,Finish,79.00000000,1,86
116,Obstacle,-300.00000000,3,999
116,Finish + Obstacle,-21.00000000,1,83
117,Finish,79.00000000,1,81
117,Obstacle,-100.00000000,1,999
117,Finish + Obstacle,-121.00000000,2,88
118,Finish,79.00000000,2,91
118,Obstacle,0.00000000,0,999
118,Finish + Obstacle,79.00000000,0,88
119,Finish,79.00000000,2,91
119,Obstacle,-400.00000000,4,999
119,Finish + Obstacle,-21.00000000,1,83
120,Finish,79.00000000,1,89
120,Obstacle,0.00000000,0,999
120,Finish + Obstacle,79.00000000,0,84
121,Finish,79.00000000,2,86
121,Obstacle,-600.00000000,6,999
121,Finish + Obstacle,-21.00000000,1,94
122,Finish,79.00000000,2,89
122,Obstacle,-500.00000000,5,999
122,Finish + Obstacle,-21.00000000,1,85
123,Finish,79.00000000,1,86
123,Obstacle,-200.00000000,2,999
123,Finish + Obstacle,-121.00000000,2,90
124,Finish,79.00000000,1,83
124,Obstacle,-300.00000000,3,999
124,Finish + Obstacle,-121.00000000,2,84
125,Finish,79.00000000,1,83
125,Obstacle,-900.00000000,9,999
125,Finish + Obstacle,-221.00000000,3,93
126,Finish,79.00000000,2,89
126,Obstacle,-1100.00000000,11,999
126,Finish + Obstacle,-21.00000000,1,90
127,Finish,79.00000000,2,85
127,Obstacle,-500.00000000,5,999
127,Finish + Obstacle,-21.00000000,1,89
128,Finish,79.00000000,2,93
128,Obstacle,-500.00000000,5,999
128,Finish + Obstacle,-21.00000000,1,87
129,Finish,79.00000000,3,92
129,Obstacle,-300.00000000,3,999
129,Finish + Obstacle,79.00000000,0,89
130,Finish,79.00000000,4,93
130,Obstacle,0.00000000,0,999
130,Finish + Obstacle,-21.00000000,1,91
131,Finish,79.00000000,2,86
131,Obstacle,-1300.00000000,13,999
131,Finish + Obstacle,79.00000000,0,86
132,Finish,79.00000000,1,87
132,Obstacle,-200.00000000,2,999
132,Finish + Obstacle,-321.00000000,4,101
133,Finish,79.00000000,0,83
133,Obstacle,-1000.00000000,10,999
133,Finish + Obstacle,-121.00000000,2,87
134,Finish,79.00000000,2,87
134,Obstacle,-300.00000000,3,999
134,Finish + Obstacle,-21.00000000,1,86
135,Finish,79.00000000,0,85
135,Obstacle,-1900.00000000,19,999
135,Finish + Obstacle,-121.00000000,2,83
136,Finish,79.00000000,3,88
136,Obstacle,-200.00000000,2,999
136,Finish + Obstacle,79.00000000,0,85
137,Finish,79.00000000,1,86
137,Obstacle,-900.00000000,9,999
137,Finish + Obstacle,-21.00000000,1,89
138,Finish,79.00000000,1,89
138,Obstacle,-300.00000000,3,999
138,Finish + Obstacle,-21.00000000,1,86
139,Finish,79.00000000,1,84
139,Obstacle,-400.00000000,4,999
139,Finish + Obstacle,79.00000000,0,87
140,Finish,79.00000000,0,84
140,Obstacle,-100.00000000,1,999
140,Finish + Obstacle,79.00000000,0,90
141,Finish,79.00000000,0,84
141,Obstacle,-300.00000000,3,999
141,Finish + Obstacle,-21.00000000,1,85
142,Finish,79.00000000,3,91
142,Obstacle,-800.00000000,8,999
142,Finish + Obstacle,-21.00000000,1,92
143,Finish,79.00000000,4,94
143,Obstacle,-1300.00000000,13,999
143,Finish + Obstacle,79.00000000,0,87
144,Finish,79.00000000,2,98
144,Obstacle,-400.00000000,4,999
144,Finish + Obstacle,-21.00000000,1,87
145,Finish,79.00000000,2,91
145,Obstacle,0.00000000,0,999
145,Finish + Obstacle,-21.00000000,1,90
146,Finish,79.00000000,1,88
146,Obstacle,-300.00000000,3,999
146,Finish + Obstacle,79.00000000,0,86
147,Finish,79.00000000,1,93
147,Obstacle,-200.00000000,2,999
147,Finish + Obstacle,79.00000000,0,83
148,Finish,79.00000000,3,93
148,Obstacle,0.00000000,0,999
148,Finish + Obstacle,-21.00000000,1,87
149,Finish,79.00000000,2,85
149,Obstacle,-100.00000000,1,999
149,Finish + Obstacle,-21.00000000,1,86
150,Finish,79.00000000,2,86
150,Obstacle,-400.00000000,4,999
150,Finish + Obstacle,-121.00000000,2,83
151,Finish,79.00000000,4,91
151,Obstacle,-700.00000000,7,999
151,Finish + Obstacle,-21.00000000,1,88
152,Finish,79.00000000,1,83
152,Obstacle,-300.00000000,3,999
152,Finish + Obstacle,-121.00000000,2,89
153,Finish,79.00000000,2,93
153,Obstacle,-1100.00000000,11,999
153,Finish + Obstacle,-121.00000000,2,98
154,Finish,79.00000000,2,86
154,Obstacle,-200.00000000,2,999
154,Finish + Obstacle,-121.00000000,2,88
155,Finish,79.00000000,2,87
155,Obstacle,-700.00000000,7,999
155,Finish + Obstacle,-21.00000000,1,89
156,Finish,79.00000000,3,94
156,Obstacle,-900.00000000,9,999
156,Finish + Obstacle,-21.00000000,1,86
157,Finish,79.00000000,2,85
157,Obstacle,-300.00000000,3,999
157,Finish + Obstacle,-21.00000000,1,90
158,Finish,79.00000000,2,84
158,Obstacle,-400.00000000,4,999
158,Finish + Obstacle,-21.00000000,1,89
159,Finish,79.00000000,0,88
