epoch,module,reward,obstacles,time
123,Finish + Obstacle,77.00000000,2,79
124,Finish,79.00000000,2,81
124,Obstacle,-25.00000000,25,999
124,Finish + Obstacle,77.00000000,2,82
125,Finish,79.00000000,3,80
125,Obstacle,-23.00000000,23,999
125,Finish + Obstacle,78.00000000,1,79
126,Finish,79.00000000,2,79
126,Obstacle,-69.00000000,69,999
126,Finish + Obstacle,79.00000000,0,79
127,Finish,79.00000000,0,81
127,Obstacle,-7.00000000,7,999
127,Finish + Obstacle,78.00000000,1,80
128,Finish,79.00000000,3,79
128,Obstacle,-30.00000000,30,999
128,Finish + Obstacle,78.00000000,1,81
129,Finish,79.00000000,2,80
129,Obstacle,-29.00000000,29,999
129,Finish + Obstacle,78.00000000,1,81
130,Finish,79.00000000,3,81
130,Obstacle,-20.00000000,20,999
130,Finish + Obstacle,77.00000000,2,79
131,Finish,79.00000000,0,80
131,Obstacle,-1.00000000,1,999
131,Finish + Obstacle,77.00000000,2,82
132,Finish,79.00000000,2,81
132,Obstacle,-20.00000000,20,999
132,Finish + Obstacle,77.00000000,2,79
133,Finish,79.00000000,0,79
133,Obstacle,-26.00000000,26,999
133,Finish + Obstacle,78.00000000,1,82
134,Finish,79.00000000,0,79
134,Obstacle,-31.00000000,31,999
134,Finish + Obstacle,76.00000000,3,79
135,Finish,79.00000000,3,80
135,Obstacle,-52.00000000,52,999
135,Finish + Obstacle,74.00000000,5,81
136,Finish,79.00000000,0,79
136,Obstacle,-15.00000000,15,999
136,Finish + Obstacle,77.00000000,2,80
137,Finish,79.00000000,0,80
137,Obstacle,-3.00000000,3,999
137,Finish + Obstacle,78.00000000,1,79
138,Finish,79.00000000,3,80
138,Obstacle,-36.00000000,36,999
138,Finish + Obstacle,77.00000000,2,81
139,Finish,79.00000000,2,79
139,Obstacle,-38.00000000,38,999
139,Finish + Obstacle,77.00000000,2,81
140,Finish,79.00000000,2,81
140,Obstacle,-14.00000000,14,999
140,Finish + Obstacle,79.00000000,0,79
141,Finish,79.00000000,1,79
141,Obstacle,-67.00000000,67,999
141,Finish + Obstacle,77.00000000,2,79
142,Finish,79.00000000,2,79
142,Obstacle,-8.00000000,8,999
142,Finish + Obstacle,78.00000000,1,79
143,Finish,79.00000000,1,79
143,Obstacle,-21.00000000,21,999
143,Finish + Obstacle,78.00000000,1,80
144,Finish,79.00000000,0,81
144,Obstacle,-10.00000000,10,999
144,Finish + Obstacle,78.00000000,1,82
145,Finish,79.00000000,0,79
145,Obstacle,-27.00000000,27,999
145,Finish + Obstacle,78.00000000,1,80
146,Finish,79.00000000,2,79
146,Obstacle,-39.00000000,39,999
146,Finish + Obstacle,77.00000000,2,79
147,Finish,79.00000000,3,79
147,Obstacle,-23.00000000,23,999
147,Finish + Obstacle,77.00000000,2,79
148,Finish,79.00000000,0,80
148,Obstacle,-41.00000000,41,999
