0.087183,0.087183,0.087183,0.087183,0.087183,0.087183,0.087183,0.087183,0.087183,0.087183,0.087183,0.087183
0.16477,0.16477,0.16477,0.16477,0.16477,0.16477,0.16477,0.16477,0.16477,0.16477,0.16477,0.16477
0.17676,0.17497,0.34013,0.34013,0.34013,0.34013,0.34013,0.34013,0.34013,0.34013,0.34013,0.34013
0.19136,0.23235,0.41532,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815
0.16557,0.24975,0.42831,0.58108,0.64287,0.64287,0.64287,0.64287,0.64287,0.64287,0.64287,0.64287
0.15677,0.22795,0.4781,0.55929,0.64447,0.66007,0.66007,0.66007,0.66007,0.66007,0.66007,0.66007
0.18276,0.24555,0.43551,0.57209,0.68126,0.69006,0.68886,0.68886,0.68886,0.68886,0.68886,0.68886
0.18076,0.32054,0.46411,0.61708,0.70566,0.71046,0.70586,0.70626,0.70626,0.70626,0.70626,0.70626
0.18936,0.32593,0.53869,0.69606,0.78104,0.78524,0.79044,0.78504,0.78644,0.78644,0.78644,0.78644
0.22456,0.34173,0.56509,0.72545,0.80124,0.82124,0.82563,0.82124,0.82264,0.81984,0.81984,0.81984
0.22615,0.34353,0.61708,0.77005,0.85483,0.87243,0.86823,0.86863,0.86543,0.86363,0.86363,0.86363
0.22975,0.34333,0.59848,0.83343,0.92541,0.93501,0.93501,0.93241,0.93001,0.92961,0.93001,0.93001
0.22735,0.33973,0.60768,0.84943,0.94281,0.94901,0.94741,0.94301,0.93981,0.93881,0.93881,0.93881
0.22496,0.34213,0.62168,0.87522,0.96021,0.96741,0.96841,0.96781,0.96321,0.96301,0.96301,0.96301
0.21676,0.33213,0.62947,0.88662,0.96621,0.97181,0.96921,0.96861,0.96821,0.96761,0.96781,0.96781
